Visitors,UniquePageviews,Date,Time,DayOfWeek,Month,Season,Weekend,SchoolHoliday,PublicHoliday,Cruiseship,EventInt,EventExt
4183,683.857142857143,2017-07-30,494,Sun,Jul,Winter,1,0,0,0,0,0
2225,677.714285714286,2017-07-31,495,Mon,Jul,Winter,0,0,0,0,1,0
2185,598.428571428572,2017-08-01,496,Tue,Aug,Winter,0,0,0,0,0,0
2436,591.571428571429,2017-08-02,497,Wed,Aug,Winter,0,0,0,0,0,0
2413,624,2017-08-03,498,Thu,Aug,Winter,0,0,0,0,0,0
2652,617.142857142857,2017-08-04,499,Fri,Aug,Winter,0,0,0,0,0,0
5088,651.714285714286,2017-08-05,500,Sat,Aug,Winter,1,0,0,0,0,0
3852,675.857142857143,2017-08-06,501,Sun,Aug,Winter,1,0,0,0,0,0
2020,676.571428571429,2017-08-07,502,Mon,Aug,Winter,0,0,0,0,0,0
2284,720,2017-08-08,503,Tue,Aug,Winter,0,0,0,0,0,0
2519,766.857142857143,2017-08-09,504,Wed,Aug,Winter,0,0,0,0,0,0
2328,735.142857142857,2017-08-10,505,Thu,Aug,Winter,0,0,0,0,0,0
2475,737.857142857143,2017-08-11,506,Fri,Aug,Winter,0,0,0,0,0,0
4650,688.142857142857,2017-08-12,507,Sat,Aug,Winter,1,0,0,0,0,0
4871,657.857142857143,2017-08-13,508,Sun,Aug,Winter,1,0,0,0,0,0
1970,646.142857142857,2017-08-14,509,Mon,Aug,Winter,0,0,0,0,0,0
2338,613.142857142857,2017-08-15,510,Tue,Aug,Winter,0,0,0,0,0,0
1902,604.142857142857,2017-08-16,511,Wed,Aug,Winter,0,0,0,0,0,0
2153,613.857142857143,2017-08-17,512,Thu,Aug,Winter,0,0,0,0,0,0
2325,624.142857142857,2017-08-18,513,Fri,Aug,Winter,0,0,0,0,0,0
3871,646.285714285714,2017-08-19,514,Sat,Aug,Winter,1,0,0,0,0,0
3888,680,2017-08-20,515,Sun,Aug,Winter,1,0,0,0,0,0
2437,675.142857142857,2017-08-21,516,Mon,Aug,Winter,0,0,0,0,0,0
2107,671.714285714286,2017-08-22,517,Tue,Aug,Winter,0,0,0,0,0,0
2300,651.714285714286,2017-08-23,518,Wed,Aug,Winter,0,0,0,0,0,0
2376,662,2017-08-24,519,Thu,Aug,Winter,0,0,0,0,1,0
2450,669,2017-08-25,520,Fri,Aug,Winter,0,0,0,0,0,0
3864,688.857142857143,2017-08-26,521,Sat,Aug,Winter,1,0,0,0,0,0
3212,684.714285714286,2017-08-27,522,Sun,Aug,Winter,1,0,0,0,0,0
2025,706,2017-08-28,523,Mon,Aug,Winter,0,0,0,0,0,0
1980,723.142857142857,2017-08-29,524,Tue,Aug,Winter,0,0,0,0,0,0
2120,712.142857142857,2017-08-30,525,Wed,Aug,Winter,0,0,0,0,1,0
2231,730,2017-08-31,526,Thu,Aug,Winter,0,0,0,0,0,0
2638,720.285714285714,2017-09-01,527,Fri,Sep,Spring,0,0,0,0,0,0
3877,700.428571428571,2017-09-02,528,Sat,Sep,Spring,1,0,0,0,0,0
3550,675.714285714286,2017-09-03,529,Sun,Sep,Spring,1,0,0,0,0,0
2250,686.857142857143,2017-09-04,530,Mon,Sep,Spring,0,0,0,0,0,0
2201,684.142857142857,2017-09-05,531,Tue,Sep,Spring,0,0,0,0,0,0
2380,702.714285714286,2017-09-06,532,Wed,Sep,Spring,0,0,0,0,0,0
2638,700.714285714286,2017-09-07,533,Thu,Sep,Spring,0,0,0,0,0,0
3116,711,2017-09-08,534,Fri,Sep,Spring,0,0,0,0,0,0
3918,720.571428571429,2017-09-09,535,Sat,Sep,Spring,1,0,0,0,0,0
3993,748,2017-09-10,536,Sun,Sep,Spring,1,0,0,0,0,0
2175,716.285714285714,2017-09-11,537,Mon,Sep,Spring,0,0,0,0,0,0
2235,713.571428571429,2017-09-12,538,Tue,Sep,Spring,0,0,0,0,0,0
2116,677.857142857143,2017-09-13,539,Wed,Sep,Spring,0,0,0,0,0,0
2372,664.714285714286,2017-09-14,540,Thu,Sep,Spring,0,0,0,0,0,0
2634,661.285714285714,2017-09-15,541,Fri,Sep,Spring,0,0,0,0,0,0
4268,608.285714285714,2017-09-16,542,Sat,Sep,Spring,1,0,0,0,0,0
3840,627,2017-09-17,543,Sun,Sep,Spring,1,0,0,0,0,0
2168,642.142857142857,2017-09-18,544,Mon,Sep,Spring,0,0,0,0,0,0
2059,640,2017-09-19,545,Tue,Sep,Spring,0,0,0,0,0,0
2226,672.285714285714,2017-09-20,546,Wed,Sep,Spring,0,0,0,0,0,0
2636,675.714285714286,2017-09-21,547,Thu,Sep,Spring,0,0,0,0,0,0
3142,652.285714285714,2017-09-22,548,Fri,Sep,Spring,0,0,0,0,0,0
4182,675.714285714286,2017-09-23,549,Sat,Sep,Spring,1,0,0,0,0,0
4223,635.714285714286,2017-09-24,550,Sun,Sep,Spring,1,0,0,0,0,0
2456,621.857142857143,2017-09-25,551,Mon,Sep,Spring,0,0,0,0,0,0
2913,613,2017-09-26,552,Tue,Sep,Spring,0,0,0,0,0,0
2786,592.428571428571,2017-09-27,553,Wed,Sep,Spring,0,0,0,0,0,0
2994,613.142857142857,2017-09-28,554,Thu,Sep,Spring,0,0,0,0,0,0
4065,705.571428571429,2017-09-29,555,Fri,Sep,Spring,0,0,0,0,0,0
6130,729,2017-09-30,556,Sat,Sep,Spring,1,1,0,0,0,0
5616,789,2017-10-01,557,Sun,Oct,Spring,1,1,0,0,0,0
4575,955.714285714286,2017-10-02,558,Mon,Oct,Spring,0,1,0,0,0,0
4665,1052.71428571429,2017-10-03,559,Tue,Oct,Spring,0,1,0,0,0,0
5495,1151.14285714286,2017-10-04,560,Wed,Oct,Spring,0,1,0,1,0,0
5332,1231.71428571429,2017-10-05,561,Thu,Oct,Spring,0,1,0,0,0,0
5132,1226.85714285714,2017-10-06,562,Fri,Oct,Spring,0,1,0,0,0,0
6228,1246.14285714286,2017-10-07,563,Sat,Oct,Spring,1,1,0,0,0,0
6562,1247.42857142857,2017-10-08,564,Sun,Oct,Spring,1,1,0,1,0,0
4704,1121.42857142857,2017-10-09,565,Mon,Oct,Spring,0,1,0,0,0,0
4174,1112.57142857143,2017-10-10,566,Tue,Oct,Spring,0,1,0,0,0,0
4596,1070.57142857143,2017-10-11,567,Wed,Oct,Spring,0,1,0,0,0,0
5370,1026.57142857143,2017-10-12,568,Thu,Oct,Spring,0,1,0,0,1,0
4501,985.142857142857,2017-10-13,569,Fri,Oct,Spring,0,1,0,0,0,0
3850,1020.28571428571,2017-10-14,570,Sat,Oct,Spring,1,1,0,0,0,0
3094,1039.57142857143,2017-10-15,571,Sun,Oct,Spring,1,1,0,0,0,0
1937,1057.42857142857,2017-10-16,572,Mon,Oct,Spring,0,0,0,0,0,0
2232,1031.28571428571,2017-10-17,573,Tue,Oct,Spring,0,0,0,0,1,0
2367,1043.71428571429,2017-10-18,574,Wed,Oct,Spring,0,0,0,0,1,0
1986,1005.71428571429,2017-10-19,575,Thu,Oct,Spring,0,0,0,0,0,0
2633,960.285714285714,2017-10-20,576,Fri,Oct,Spring,0,0,0,0,0,0
4787,910.714285714286,2017-10-21,577,Sat,Oct,Spring,1,0,0,0,0,0
5270,835,2017-10-22,578,Sun,Oct,Spring,1,0,0,0,0,0
4117,769.571428571429,2017-10-23,579,Mon,Oct,Spring,0,0,1,0,0,0
2473,733.714285714286,2017-10-24,580,Tue,Oct,Spring,0,0,0,0,0,0
2596,693.714285714286,2017-10-25,581,Wed,Oct,Spring,0,0,0,0,0,0
2727,680.714285714286,2017-10-26,582,Thu,Oct,Spring,0,0,0,0,0,0
3176,705.571428571429,2017-10-27,583,Fri,Oct,Spring,0,0,0,0,0,0
4014,706.857142857143,2017-10-28,584,Sat,Oct,Spring,1,0,0,0,0,0
3799,718.571428571429,2017-10-29,585,Sun,Oct,Spring,1,0,0,0,0,0
2896,729.571428571429,2017-10-30,586,Mon,Oct,Spring,0,0,0,0,0,0
2499,728.142857142857,2017-10-31,587,Tue,Oct,Spring,0,0,0,0,0,0
2582,716.428571428572,2017-11-01,588,Wed,Nov,Spring,0,0,0,0,0,0
2884,710.142857142857,2017-11-02,589,Thu,Nov,Spring,0,0,0,1,0,0
3389,728,2017-11-03,590,Fri,Nov,Spring,0,0,0,0,0,0
4671,709.428571428571,2017-11-04,591,Sat,Nov,Spring,1,0,0,0,0,0
4121,709.428571428571,2017-11-05,592,Sun,Nov,Spring,1,0,0,0,0,0
2904,717.714285714286,2017-11-06,593,Mon,Nov,Spring,0,0,0,0,0,0
4359,706.714285714286,2017-11-07,594,Tue,Nov,Spring,0,0,0,1,0,0
2994,681.285714285714,2017-11-08,595,Wed,Nov,Spring,0,0,0,0,0,0
4439,698.571428571429,2017-11-09,596,Thu,Nov,Spring,0,0,0,1,0,0
5354,682,2017-11-10,597,Fri,Nov,Spring,0,0,0,1,0,0
10488,722,2017-11-11,598,Sat,Nov,Spring,1,0,0,0,0,1
5235,739.857142857143,2017-11-12,599,Sun,Nov,Spring,1,0,0,0,0,0
3479,784,2017-11-13,600,Mon,Nov,Spring,0,0,0,0,0,0
2951,804.714285714286,2017-11-14,601,Tue,Nov,Spring,0,0,0,0,0,0
3983,839.857142857143,2017-11-15,602,Wed,Nov,Spring,0,0,0,1,0,0
3099,850.142857142857,2017-11-16,603,Thu,Nov,Spring,0,0,0,0,0,0
3438,825.428571428571,2017-11-17,604,Fri,Nov,Spring,0,0,0,0,0,0
4826,827.428571428571,2017-11-18,605,Sat,Nov,Spring,1,0,0,0,0,1
4499,793.714285714286,2017-11-19,606,Sun,Nov,Spring,1,0,0,0,0,0
3534,764,2017-11-20,607,Mon,Nov,Spring,0,0,0,0,0,0
3438,766,2017-11-21,608,Tue,Nov,Spring,0,0,0,0,0,0
3425,757.714285714286,2017-11-22,609,Wed,Nov,Spring,0,0,0,0,0,0
3414,782.571428571429,2017-11-23,610,Thu,Nov,Spring,0,0,0,1,0,0
4070,834.857142857143,2017-11-24,611,Fri,Nov,Spring,0,0,0,0,0,0
5121,819.714285714286,2017-11-25,612,Sat,Nov,Spring,1,0,0,0,0,0
4660,867.857142857143,2017-11-26,613,Sun,Nov,Spring,1,0,0,0,0,0
3214,853.428571428571,2017-11-27,614,Mon,Nov,Spring,0,0,0,0,0,0
3201,859,2017-11-28,615,Tue,Nov,Spring,0,0,0,0,0,0
3280,897.571428571429,2017-11-29,616,Wed,Nov,Spring,0,0,0,0,0,0
3628,870,2017-11-30,617,Thu,Nov,Spring,0,0,0,0,0,0
3420,853.571428571429,2017-12-01,618,Fri,Dec,Summer,0,0,0,0,0,0
5527,849.428571428572,2017-12-02,619,Sat,Dec,Summer,1,0,0,1,0,0
4847,829.571428571429,2017-12-03,620,Sun,Dec,Summer,1,0,0,0,0,0
3275,832.285714285714,2017-12-04,621,Mon,Dec,Summer,0,0,0,0,0,0
4324,841.857142857143,2017-12-05,622,Tue,Dec,Summer,0,0,0,1,0,0
3117,801.857142857143,2017-12-06,623,Wed,Dec,Summer,0,0,0,0,0,0
3531,823.285714285714,2017-12-07,624,Thu,Dec,Summer,0,0,0,1,0,0
4053,837,2017-12-08,625,Fri,Dec,Summer,0,0,0,1,0,0
5804,842.571428571429,2017-12-09,626,Sat,Dec,Summer,1,0,0,1,0,0
6645,863.857142857143,2017-12-10,627,Sun,Dec,Summer,1,0,0,1,0,0
3316,1114,2017-12-11,628,Mon,Dec,Summer,0,0,0,0,0,0
4294,1320,2017-12-12,629,Tue,Dec,Summer,0,0,0,1,0,0
4691,1504,2017-12-13,630,Wed,Dec,Summer,0,0,0,1,0,0
3590,1592.85714285714,2017-12-14,631,Thu,Dec,Summer,0,0,0,0,0,0
4666,1658.28571428571,2017-12-15,632,Fri,Dec,Summer,0,1,0,1,0,0
5228,1691.28571428571,2017-12-16,633,Sat,Dec,Summer,1,1,0,1,0,0
4794,1721.57142857143,2017-12-17,634,Sun,Dec,Summer,1,1,0,0,0,0
4327,1574.14285714286,2017-12-18,635,Mon,Dec,Summer,0,1,0,0,0,0
4725,1432.85714285714,2017-12-19,636,Tue,Dec,Summer,0,1,0,0,0,0
4840,1357.71428571429,2017-12-20,637,Wed,Dec,Summer,0,1,0,0,0,0
4984,1371.42857142857,2017-12-21,638,Thu,Dec,Summer,0,1,0,0,0,0
5274,1416.28571428571,2017-12-22,639,Fri,Dec,Summer,0,1,0,0,0,0
5091,1494.14285714286,2017-12-23,640,Sat,Dec,Summer,1,1,0,0,0,0
5367,1509.28571428571,2017-12-24,641,Sun,Dec,Summer,1,1,0,0,0,0
4327,1459.71428571429,2017-12-25,642,Mon,Dec,Summer,0,1,1,0,0,0
7184,1456.28571428571,2017-12-26,643,Tue,Dec,Summer,0,1,1,0,0,0
8250,1401.14285714286,2017-12-27,644,Wed,Dec,Summer,0,1,0,0,0,0
9786,1295,2017-12-28,645,Thu,Dec,Summer,0,1,0,1,0,0
9569,1392.14285714286,2017-12-29,646,Fri,Dec,Summer,0,1,0,1,0,0
6742,1555.42857142857,2017-12-30,647,Sat,Dec,Summer,1,1,0,0,0,0
7903,1744.85714285714,2017-12-31,648,Sun,Dec,Summer,1,1,0,1,0,0
7164,1894.28571428571,2018-01-01,649,Mon,Jan,Summer,0,1,1,1,0,0
8121,1946.71428571429,2018-01-02,650,Tue,Jan,Summer,0,1,1,1,0,0
6729,2038.42857142857,2018-01-03,651,Wed,Jan,Summer,0,1,0,1,0,0
7295,2108.71428571429,2018-01-04,652,Thu,Jan,Summer,0,1,0,0,0,0
7770,2018.42857142857,2018-01-05,653,Fri,Jan,Summer,0,1,0,0,0,0
7551,1867.57142857143,2018-01-06,654,Sat,Jan,Summer,1,1,0,0,0,0
6315,1787,2018-01-07,655,Sun,Jan,Summer,1,1,0,0,0,0
5693,1791.85714285714,2018-01-08,656,Mon,Jan,Summer,0,1,0,1,0,0
6317,1846.28571428571,2018-01-09,657,Tue,Jan,Summer,0,1,0,0,0,0
7755,1849.71428571429,2018-01-10,658,Wed,Jan,Summer,0,1,0,1,0,0
7773,1929,2018-01-11,659,Thu,Jan,Summer,0,1,0,1,0,0
7194,1965.42857142857,2018-01-12,660,Fri,Jan,Summer,0,1,0,1,0,0
6254,2041.85714285714,2018-01-13,661,Sat,Jan,Summer,1,1,0,0,0,0
6276,2033.57142857143,2018-01-14,662,Sun,Jan,Summer,1,1,0,1,0,0
5793,1988.71428571429,2018-01-15,663,Mon,Jan,Summer,0,1,0,1,0,0
4955,1898.42857142857,2018-01-16,664,Tue,Jan,Summer,0,1,0,0,0,0
6110,1873.57142857143,2018-01-17,665,Wed,Jan,Summer,0,1,0,1,0,0
5863,1845.28571428571,2018-01-18,666,Thu,Jan,Summer,0,1,0,0,0,0
5767,1837.71428571429,2018-01-19,667,Fri,Jan,Summer,0,1,0,0,0,0
7165,1805.28571428571,2018-01-20,668,Sat,Jan,Summer,1,1,0,0,0,1
7056,1772.28571428571,2018-01-21,669,Sun,Jan,Summer,1,1,0,1,0,0
7105,1720,2018-01-22,670,Mon,Jan,Summer,0,1,0,0,0,1
5382,1737.85714285714,2018-01-23,671,Tue,Jan,Summer,0,1,0,1,0,0
5218,1735.14285714286,2018-01-24,672,Wed,Jan,Summer,0,1,0,1,0,0
4681,1713.85714285714,2018-01-25,673,Thu,Jan,Summer,0,1,0,0,0,0
5330,1690.42857142857,2018-01-26,674,Fri,Jan,Summer,0,1,0,0,0,0
6423,1637.42857142857,2018-01-27,675,Sat,Jan,Summer,1,1,0,1,0,0
6592,1581.57142857143,2018-01-28,676,Sun,Jan,Summer,1,1,0,1,0,0
4521,1580.14285714286,2018-01-29,677,Mon,Jan,Summer,0,0,0,0,0,0
4153,1573.28571428571,2018-01-30,678,Tue,Jan,Summer,0,0,0,0,0,0
4768,1550.57142857143,2018-01-31,679,Wed,Jan,Summer,0,0,0,1,0,0
3465,1481,2018-02-01,680,Thu,Feb,Summer,0,0,0,0,0,0
4467,1442.42857142857,2018-02-02,681,Fri,Feb,Summer,0,0,0,1,0,0
6782,1380.42857142857,2018-02-03,682,Sat,Feb,Summer,1,0,0,1,0,0
6584,1339.14285714286,2018-02-04,683,Sun,Feb,Summer,1,0,0,1,0,0
4892,1319.14285714286,2018-02-05,684,Mon,Feb,Summer,0,0,0,0,0,0
7343,1324,2018-02-06,685,Tue,Feb,Summer,0,0,1,1,0,0
3254,1318.42857142857,2018-02-07,686,Wed,Feb,Summer,0,0,0,1,0,0
3797,1337,2018-02-08,687,Thu,Feb,Summer,0,0,0,1,0,0
4102,1296.42857142857,2018-02-09,688,Fri,Feb,Summer,0,0,0,1,0,0
6922,1257.14285714286,2018-02-10,689,Sat,Feb,Summer,1,0,0,0,0,0
8707,1282.57142857143,2018-02-11,690,Sun,Feb,Summer,1,0,0,1,0,0
4606,1265.42857142857,2018-02-12,691,Mon,Feb,Summer,0,0,0,0,0,0
5443,1300.57142857143,2018-02-13,692,Tue,Feb,Summer,0,0,0,1,0,1
7128,1351.57142857143,2018-02-14,693,Wed,Feb,Summer,0,0,0,0,0,0
5060,1324,2018-02-15,694,Thu,Feb,Summer,0,0,0,1,0,0
4413,1347.42857142857,2018-02-16,695,Fri,Feb,Summer,0,0,0,0,0,0
7688,1488.71428571429,2018-02-17,696,Sat,Feb,Summer,1,0,0,1,0,0
6696,1467.42857142857,2018-02-18,697,Sun,Feb,Summer,1,0,0,1,0,0
3956,1437.14285714286,2018-02-19,698,Mon,Feb,Summer,0,0,0,0,0,0
3976,1341.42857142857,2018-02-20,699,Tue,Feb,Summer,0,0,0,0,0,0
5344,1260.14285714286,2018-02-21,700,Wed,Feb,Summer,0,0,0,1,0,0
4424,1189.85714285714,2018-02-22,701,Thu,Feb,Summer,0,0,0,0,0,0
4727,1138.14285714286,2018-02-23,702,Fri,Feb,Summer,0,0,0,0,0,0
5825,958.285714285714,2018-02-24,703,Sat,Feb,Summer,1,0,0,0,0,0
6227,920.428571428572,2018-02-25,704,Sun,Feb,Summer,1,0,0,1,0,0
4966,883.142857142857,2018-02-26,705,Mon,Feb,Summer,0,0,0,1,0,0
5154,838.285714285714,2018-02-27,706,Tue,Feb,Summer,0,0,0,1,0,0
4293,786.571428571429,2018-02-28,707,Wed,Feb,Summer,0,0,0,0,0,0
3684,859.571428571429,2018-03-01,708,Thu,Mar,Autumn,0,0,0,0,0,0
5556,825.857142857143,2018-03-02,709,Fri,Mar,Autumn,0,0,0,1,0,0
6270,853.428571428571,2018-03-03,710,Sat,Mar,Autumn,1,0,0,1,0,1
4961,859.571428571429,2018-03-04,711,Sun,Mar,Autumn,1,0,0,0,0,0
3260,865.857142857143,2018-03-05,712,Mon,Mar,Autumn,0,0,0,0,0,0
3838,839.714285714286,2018-03-06,713,Tue,Mar,Autumn,0,0,0,0,0,0
3588,828.714285714286,2018-03-07,714,Wed,Mar,Autumn,0,0,0,0,0,0
4977,812.142857142857,2018-03-08,715,Thu,Mar,Autumn,0,0,0,1,0,0
4581,798.285714285714,2018-03-09,716,Fri,Mar,Autumn,0,0,0,0,0,0
7171,806.571428571429,2018-03-10,717,Sat,Mar,Autumn,1,0,0,1,0,0
5263,790,2018-03-11,718,Sun,Mar,Autumn,1,0,0,0,0,0
3762,782.428571428572,2018-03-12,719,Mon,Mar,Autumn,0,0,0,0,0,0
3403,793.428571428572,2018-03-13,720,Tue,Mar,Autumn,0,0,0,0,0,0
3756,780.428571428571,2018-03-14,721,Wed,Mar,Autumn,0,0,0,0,0,0
4399,759.142857142857,2018-03-15,722,Thu,Mar,Autumn,0,0,0,1,0,0
5655,797.142857142857,2018-03-16,723,Fri,Mar,Autumn,0,0,0,1,0,0
7763,784,2018-03-17,724,Sat,Mar,Autumn,1,0,0,1,0,0
7033,828.857142857143,2018-03-18,725,Sun,Mar,Autumn,1,0,0,1,0,0
4295,918.428571428571,2018-03-19,726,Mon,Mar,Autumn,0,0,0,0,0,0
3438,1013.57142857143,2018-03-20,727,Tue,Mar,Autumn,0,0,0,0,0,0
3861,1124.42857142857,2018-03-21,728,Wed,Mar,Autumn,0,0,0,0,0,0
3819,1185.71428571429,2018-03-22,729,Thu,Mar,Autumn,0,0,0,0,0,0
5235,1233.85714285714,2018-03-23,730,Fri,Mar,Autumn,0,0,0,1,0,0
6420,1289.71428571429,2018-03-24,731,Sat,Mar,Autumn,1,0,0,1,0,0
4741,1278,2018-03-25,732,Sun,Mar,Autumn,1,0,0,0,0,0
3533,1264.85714285714,2018-03-26,733,Mon,Mar,Autumn,0,0,0,0,0,0
3115,1233.85714285714,2018-03-27,734,Tue,Mar,Autumn,0,0,0,0,0,0
3415,1162.85714285714,2018-03-28,735,Wed,Mar,Autumn,0,0,0,0,0,0
3267,1101.57142857143,2018-03-29,736,Thu,Mar,Autumn,0,0,0,0,0,0
5557,1087.14285714286,2018-03-30,737,Fri,Mar,Autumn,0,0,1,0,0,0
8012,1029.28571428571,2018-03-31,738,Sat,Mar,Autumn,1,0,0,0,0,0
6457,1046.42857142857,2018-04-01,739,Sun,Apr,Autumn,1,0,0,0,0,0
5656,1056,2018-04-02,740,Mon,Apr,Autumn,0,0,1,0,0,0
4031,1056,2018-04-03,741,Tue,Apr,Autumn,0,1,0,0,0,0
